0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,2
0,24,2
0,25,2
0,26,2
0,27,2
0,28,3
0,29,2
0,30,2
0,31,2
0,32,2
0,33,2
0,34,13
0,35,2
0,36,15
0,37,15
0,38,17
0,39,16
0,40,16
0,41,16
0,42,21
0,43,22
0,44,23
0,45,24
0,46,25
0,47,26
0,48,27
0,49,28
0,50,29
0,51,30
0,52,31
0,53,32
0,54,33
0,55,34
0,56,35
0,57,36
0,58,35
0,59,27
0,60,27
0,61,27
0,62,28
0,63,28
0,64,28
0,65,29
0,66,29
0,67,32
0,68,32
0,69,32
0,70,32
0,71,32
0,72,30
0,73,36
0,74,53
0,75,54
0,76,55
0,77,56
0,78,57
0,79,58
0,80,58
0,81,58
0,82,58
0,83,59
0,84,59
0,85,59
0,86,65
0,87,66
0,88,67
0,89,68
0,90,69
0,91,70
0,92,71
0,93,69
0,94,70
0,95,71
0,96,71
0,97,71
0,98,71
0,99,71
0,100,70
0,101,71
0,102,71
0,103,71
0,104,83
0,105,84
0,106,84
0,107,85
0,108,85
0,109,73
0,110,74
0,111,57
0,112,63
0,113,64
0,114,40
0,115,40
0,116,40
0,117,39
0,118,40
0,119,39
0,120,40
0,121,42
0,122,42
0,123,37
0,124,37
0,125,40
0,126,40
0,127,38
0,128,40
0,129,40
0,130,41
0,131,42
0,132,42
0,133,109
0,134,109
0,135,110
0,136,110
0,137,110
0,138,42
0,139,42
0,140,42
0,141,42
0,142,43
0,143,48
0,144,56
0,145,33
0,146,24
0,147,26
0,148,31
0,149,31
0,150,29
0,151,29
0,152,28
0,153,32
0,154,31
0,155,34
0,156,34
0,157,29
0,158,35
0,159,55
0,160,53
0,161,53
1,162,53
0,163,53
0,164,55
0,165,56
0,166,57
0,167,64
0,168,65
0,169,65
0,170,60
0,171,60
0,172,76
0,173,76
0,174,76
0,175,75
0,176,76
0,177,82
0,178,85
0,179,91
0,180,93
0,181,109
0,182,109
0,183,109
0,184,109
0,185,109
0,186,109
0,187,109
0,188,109
0,189,110
0,190,111
0,191,111
0,192,112
0,193,113
0,194,114
0,195,118
0,196,120
1,197,121
1,198,122
0,199,125
0,200,125
0,201,123
0,202,146
0,203,146
0,204,23
0,205,23
0,206,23
0,207,23
0,208,24
0,209,26
0,210,27
0,211,26
0,212,32
0,213,32
0,214,36
0,215,31
0,216,34
0,217,36
0,218,39
0,219,39
0,220,40
0,221,42
0,222,43
0,223,52
0,224,57
0,225,58
1,226,62
1,227,65
1,228,66
1,229,68
0,230,70
1,231,72
1,232,73
0,233,75
1,234,77
0,235,81
0,236,83
0,237,85
0,238,89
1,239,90
0,240,90
0,241,91
1,242,101
0,243,100
0,244,94
0,245,184
0,246,182
0,247,111
0,248,111
0,249,111
0,250,191
0,251,191
0,252,192
0,253,193
0,254,193
0,255,194
0,256,196
0,257,121
0,258,126
1,259,200
0,260,201
0,261,202
0,262,204
0,263,205
0,264,206
0,265,207
0,266,207
0,267,207
0,268,25
0,269,26
0,270,27
0,271,27
0,272,215
0,273,31
0,274,33
0,275,216
0,276,216
0,277,217
0,278,222
1,279,223
0,280,55
0,281,225
1,282,226
1,283,228
0,284,169
0,285,172
0,286,173
0,287,178
0,288,178
0,289,179
0,290,179
0,291,179
0,292,179
0,293,238
0,294,179
0,295,180
0,296,187
0,297,248
0,298,249
0,299,191
0,300,191
0,301,192
0,302,255
0,303,195
0,304,196
0,305,197
1,306,127
1,307,259
0,308,260
0,309,261
0,310,262
0,311,264
0,312,269
0,313,271
0,314,215
0,315,215
0,316,218
0,317,36
1,318,222
0,319,223
1,320,225
0,321,59
0,322,65
1,323,227
1,324,228
1,325,229
0,326,284
0,327,232
1,328,174
0,329,234
0,330,235
0,331,287
0,332,177
0,333,177
0,334,177
0,335,177
0,336,82
0,337,241
1,338,98
0,339,244
1,340,244
0,341,244
0,342,108
0,343,108
0,344,109
0,345,110
0,346,111
0,347,112
0,348,114
0,349,121
0,350,123
0,351,123
1,352,125
1,353,127
0,354,306
0,355,307
0,356,308
0,357,309
0,358,263
0,359,311
1,360,311
1,361,312
1,362,313
0,363,314
0,364,315
0,365,315
0,366,42
0,367,42
1,368,44
1,369,54
1,370,57
1,371,59
1,372,60
1,373,61
1,374,63
0,375,282
0,376,64
0,377,283
0,378,284
0,379,327
0,380,233
0,381,329
0,382,331
1,383,179
0,384,180
0,385,180
0,386,340
0,387,97
0,388,103
0,389,105
0,390,108
0,391,110
0,392,112
0,393,114
0,394,118
1,395,122
1,396,199
0,397,200
1,398,200
1,399,200
0,400,307
1,401,307
0,402,307
0,403,355
0,404,355
0,405,356
0,406,144
0,407,146
0,408,362
1,409,362
1,410,363
0,411,364
0,412,365
0,413,36
1,414,37
1,415,39
1,416,41
0,417,368
0,418,163
1,419,164
1,420,165
0,421,166
0,422,166
1,423,167
0,424,168
1,425,168
1,426,65
1,427,66
0,428,68
0,429,326
0,430,285
0,431,329
0,432,330
0,433,383
0,434,288
0,435,289
0,436,179
0,437,238
0,438,293
0,439,242
1,440,387
0,441,387
0,442,388
0,443,343
0,444,343
0,445,344
0,446,345
0,447,347
0,448,347
0,449,348
1,450,349
0,451,122
0,452,351
0,453,123
0,454,352
0,455,125
0,456,354
1,457,354
1,458,354
0,459,355
0,460,404
1,461,356
0,462,406
0,463,406
0,464,142
0,465,144
0,466,146
0,467,409
0,468,409
0,469,154
1,470,31
1,471,34
1,472,413
1,473,415
1,474,416
1,475,417
0,476,163
0,477,224
1,478,57
0,479,321
0,480,226
0,481,168
0,482,169
0,483,170
0,484,286
0,485,286
0,486,287
0,487,287
0,488,287
0,489,289
0,490,296
0,491,296
0,492,296
0,493,296
0,494,296
0,495,296
0,496,296
0,497,296
0,498,296
0,499,300
0,500,302
0,501,303
0,502,303
0,503,304
0,504,304
0,505,304
0,506,305
0,507,305
0,508,305
0,509,305
0,510,305
0,511,130
0,512,131
0,513,130
0,514,459
1,515,403
1,516,404
1,517,461
0,518,406
0,519,466
0,520,358
0,521,360
1,522,360
1,523,360
1,524,361
1,525,361
1,526,361
1,527,362
1,528,363
1,529,363
0,530,364
0,531,155
0,532,473
0,533,367
1,534,367
0,535,367
0,536,367
0,537,418
0,538,418
1,539,164
0,540,421
1,541,478
0,542,479
1,543,479
1,544,479
0,545,479
0,546,479
1,547,423
1,548,423
0,549,63
0,550,63
0,551,376
0,552,376
0,553,376
0,554,377
0,555,378
0,556,379
1,557,73
0,558,73
0,559,74
0,560,165
0,561,166
0,562,166
0,563,167
0,564,92
0,565,98
0,566,95
0,567,241
0,568,241
0,569,104
0,570,103
0,571,103
0,572,96
0,573,244
0,574,244
0,575,245
0,576,245
0,577,245
0,578,245
0,579,245
0,580,109
0,581,109
0,582,110
0,583,111
0,584,112
0,585,113
0,586,113
0,587,393
0,588,449
0,589,196
0,590,121
0,591,351
1,592,454
1,593,456
1,594,128
1,595,131
1,596,514
0,597,516
1,598,517
1,599,145
1,600,520
0,601,152
0,602,151
1,603,154
1,604,531
1,605,532
0,606,156
0,607,158
0,608,157
0,609,57
1,610,224
1,611,165
0,612,422
1,613,548
1,614,426
1,615,427
1,616,68
1,617,230
0,618,326
1,619,74
0,620,76
0,621,82
1,622,237
