93,0.056,0.045815,0
94,0.0525,0,0
95,0.084,0,0
96,0.042,0,0
97,0.042,-0.01309,0
98,0,0.006545,0
99,0.007,0.006545,0
100,0,0,0
101,0.0175,0,0
102,0.0595,0.006545,0
103,0.0945,0.058905,0
104,0.0735,0.006545,0
105,0.0665,0,0
106,0.077,0.071995,0
107,0.035,0.10472,0
108,0.042,0.25526,0
109,0.063,0.18981,0
110,0.0525,0.15053,0
111,0.091,0.2029,0
112,0.0665,0.16363,0
113,0.0735,0.20944,0
114,0.0525,0.10472,0
115,0.056,0.10472,0
116,0.0385,0.071995,0
117,0.0455,0.019635,0
118,0.063,0.006545,0
119,0.084,-0.006545,0
120,0.0595,-0.006545,0
121,0.0595,0.045815,0
122,0.0525,0.18981,0
123,0.056,0.1309,0
124,0.0595,0.006545,0
125,0.063,0,0
126,0.077,0.01309,0
127,0.0665,0.10472,0
128,0.0805,0,0
129,0.119,0.12435,0
130,0.049,0.085085,0
131,0.049,0.07854,0
132,0.056,0.006545,0
133,0.0525,0,0
134,0.042,0.019635,0
135,0.035,0.06545,0
136,0.028,-0.02618,0
137,0.035,0.058905,0
138,0.0455,0.085085,0
139,0.049,0.10472,0
140,0.0735,0.16363,0
141,0.0875,0.18981,0
142,0.07,0.19635,0
143,0.0595,0.20944,0
144,0.0525,0.15708,0
145,0.0315,0.09163,0
146,0.035,0.098175,0
147,0.063,0.09163,0
148,0.0595,0,0
149,0.0525,0.01309,0
150,0.035,0.07854,0
151,0.035,0.06545,0
152,0.035,0.019635,0
153,0.056,0,0
154,0.0735,0,0
155,0.0875,-0.019635,0
156,0.112,0.15054,0
157,0.077,0.23562,0
158,0.077,-0.02618,0
159,0.0805,0,0
160,0.098,0,0
161,0.0875,-0.006545,0
162,0.0735,0,0
163,0.049,0.006545,0
164,0.0595,0.17017,0
165,0.119,0.06545,0
166,0.1155,0.17017,0
167,0.0805,0.30107,0
168,0.0175,0.26835,0
169,0.0245,0.22907,0
170,0.035,0.1898,0
171,0.084,-0.006545,0
172,0.0875,0,0
173,0.1085,0,0
174,0.1085,0,0
175,0.084,-0.006545,0
176,0.07,0.032725,0
177,0.063,0.24216,0
178,0.091,0.28143,0
179,0.0805,0.1309,0
180,0.1015,0.22908,0
181,0.105,0.18326,0
182,0.063,-0.01309,0
183,0.0735,-0.019635,0
184,0.0525,0,0
185,0.0665,-0.006545,0
186,0.0665,0,0
187,0.091,0.019635,0
188,0.07,-0.01309,0
189,0.091,0.03927,0
190,0.063,0.15053,0
191,0.0455,0.17672,0
192,0.042,0.098175,0
193,0.049,0.071995,0
194,0.0595,0.20944,0
195,0.0735,0.20944,0
196,0.056,0.17672,0
197,0.063,0.15708,0
198,0.0735,0.15054,0
199,0.077,0.23562,0
200,0.063,0.18326,0
201,0.07,0.17017,0
202,0.063,0.18326,0
203,0.0665,0.18326,0
204,0.0455,0.15708,0
205,0.0315,0.085085,0
206,0.021,0.03927,0
207,0.028,0.045815,0
208,0.042,0,0
209,0.07,0,0
210,0.0735,0,0
211,0.07,0,0
212,0.091,0,0
213,0.119,0,0
214,0.119,0.045815,0
215,0.084,0.21599,0
216,0.0665,0.15708,0
217,0.0735,-0.006545,0
218,0.0665,-0.006545,0
219,0.0665,0,0
220,0.0665,0,0
221,0.0735,0.12435,0
222,0.0945,0.19635,0
223,0.098,0.17671,0
224,0.0385,0.25526,0
225,0.091,0.3338,0
226,0.0595,0.16363,0
227,0.0595,0.24216,0
228,0.0595,0.06545,0
229,0.0735,0,0
230,0.119,0,0
231,0.1505,-0.006545,0
232,0.063,0.11126,0
233,0.0315,0.13744,0
234,0.0595,0.24216,0
235,0.056,0.16362,0
236,0.0175,0.10472,0
237,0.07,0.15708,0
238,0.098,0.15053,0
239,0.091,-0.019635,0
240,0.154,-0.05236,0
241,0.0945,-0.006545,0
242,0.035,0.18981,0
243,0.0315,0.07854,0
244,0.0525,0.098175,0
245,0.0665,0.15054,0
246,0.07,0.24871,0
247,0.0805,0.17671,0
248,0.0665,0,0
249,0.0595,0,0
250,0.0735,0,0
251,0.091,0.006545,0
252,0.112,0.07854,0
253,0.0665,-0.006545,0
254,0.077,0.02618,0
255,0.1435,0.12436,0
256,0.126,0.29452,0
257,0.133,0.28798,0
258,0.112,0.30107,0
259,0.0805,0.3927,0
260,0.0735,0.23562,0
261,0.0735,0.18981,0
262,0.07,0.22253,0
263,0.0525,0.18981,0
264,0.042,0.11126,0
265,0.035,0.11781,0
266,0.035,0.06545,0
267,0.042,0,0
268,0.0735,0,0
269,0.0945,0,0
270,0.105,-0.006545,0
271,0.0945,0,0
272,0.084,0.01309,0
273,0.0805,0.11781,0
274,0.07,0.14399,0
275,0.042,-0.01309,0
276,0.0525,0,0
277,0.0525,-0.019635,0
278,0.105,0.01309,0
279,0.1085,0.15708,0
280,0.105,0.20944,0
281,0.14,0.24871,0
282,0.077,0.17017,0
283,0.0385,0.30107,0
284,0.0175,0.1898,0
285,0.0665,0.20289,0
286,0.0665,0.2618,0
287,0.07,0.24217,0
288,0.0665,0.23562,0
289,0.077,0.098175,0
290,0.0805,0.01309,0
291,0.0945,-0.01309,0
292,0.112,0.01309,0
293,0.126,-0.01309,0
294,0.063,0.07854,0
295,0.0735,0.16362,0
296,0.0735,0.2618,0
297,0.091,0.19635,0
298,0.077,-0.032725,0
299,0.0875,-0.006545,0
300,0.0595,-0.019635,0
301,0.0805,0.03927,0
302,0.0945,0.16363,0
303,0.0875,0.11781,0
304,0.0875,0.17017,0
305,0.0525,0.3207,0
306,0.084,0.24217,0
307,0.1505,0.22908,0
308,0.1085,0.32071,0
309,0.112,0.20944,0
310,0.105,0.22253,0
311,0.1085,0.25526,0
312,0.112,0.10472,0
313,0.126,-0.01309,0
314,0.1365,0,0
315,0.098,-0.019635,0
316,0.0945,0.15708,0
317,0.077,0.23562,0
318,0.1435,0.02618,0
319,0.147,0.14399,0
320,0.056,0.30107,0
321,0.112,0.24871,0
322,0.07,0.18326,0
323,0.042,0.16362,0
324,0.0735,-0.006545,0
325,0.112,-0.006545,0
326,0.091,0.14399,0
327,0.0735,0.19635,0
328,0.0735,0.23562,0
329,0.056,0.21598,0
330,0.0525,0.11781,0
331,0.014,0.098175,0
332,0.035,0.06545,0
333,0.084,-0.006545,0
334,0.112,0,0
335,0.105,-0.006545,0
336,0.091,-0.02618,0
337,0.1225,0.16363,0
338,0.042,0.17671,0
339,0.0595,0.22253,0
340,0.1015,-0.02618,0
341,0.1085,-0.019635,0
342,0.028,0.30107,0
343,0.077,0.24216,0
344,0.1295,0.30761,0
345,0.084,0.22253,0
346,0.154,0.15054,0
347,0.154,0.27489,0
348,0.147,0.25526,0
349,0.07,0.2618,0
350,0.105,0.29452,0
351,0.112,0.22907,0
352,0.0945,0.058905,0
353,0.1295,-0.01309,0
354,0.14,0.31416,0
355,0.07,0.17672,0
356,0.098,0.28143,0
357,0.084,0.24871,0
358,0.0945,0.24217,0
359,0.0875,0.18981,0
360,0.112,-0.019635,0
361,0.1085,-0.01309,0
362,0.105,-0.006545,0
363,0.1085,-0.006545,0
364,0.1085,-0.02618,0
365,0.084,-0.006545,0
366,0.105,-0.006545,0
367,0.1295,0.22253,0
368,0.1155,0.24871,0
369,0.077,0.20944,0
370,0.0455,0.29452,0
371,0.042,0.29452,0
372,0.0945,0.19635,0
373,0.077,-0.06545,0
374,0.0245,0,0
375,0.0805,-0.058905,0
376,0.056,0.14399,0
377,0.028,0.21598,0
378,0.028,0.1309,0
379,0.112,-0.006545,0
380,0.14,0.045815,0
381,0.07,0.25526,0
382,0.063,0.2029,0
383,0.056,0.23562,0
384,0.1085,0.18326,0
385,0.1435,-0.032725,0
386,0.14,-0.02618,0
387,0.035,0.01309,0
388,0.1225,0.045815,0
389,0.091,-0.09163,0
390,0.0525,0.26835,0
391,0.1085,-0.071995,0
392,0.0525,0.2029,0
393,0.063,0.11781,0
394,0.091,0.26835,0
395,0.0525,0.20289,0
396,0.07,0.24216,0
397,0.105,0.24871,0
398,0.0875,0.019635,0
399,0.091,0,0
400,0.105,-0.006545,0
401,0.084,-0.006545,0
402,0.1225,0.045815,0
403,0.1015,0.07854,0
404,0.084,0.15053,0
405,0.1015,0.18981,0
406,0.084,0.24217,0
407,0.077,0.21598,0
408,0.077,0.21598,0
409,0.0875,0.071995,0
410,0.084,0,0
411,0.077,0,0
412,0.0525,0.019635,0
413,0.091,0.22907,0
414,0.042,0.05236,0
415,0.091,-0.01309,0
416,0.112,-0.032725,0
417,0.1295,-1.7347e-18,0
418,0.0455,0.16362,0
419,0.098,0.28144,0
420,0.133,0.16362,0
421,0.077,0.058905,0
422,0.1085,0.25526,0
423,0.042,0.23562,0
424,0.0805,0.22908,0
425,0.063,0.032725,0
426,0.0525,-0.006545,0
427,0.0315,-0.006545,0
428,0.049,0,0
429,0.0455,0.09163,0
430,0.0245,0.15054,0
431,0.063,0.19635,0
432,0.0945,0.32725,0
433,0.0525,0.23562,0
434,0.056,0.02618,0
435,0.1225,-0.02618,0
436,0.1295,0,0
437,0.112,-0.12435,0
438,0.168,-0.019635,0
439,0.0595,0.07854,0
440,0.063,0.17671,0
441,0.098,0.05236,0
442,0.1155,0.045815,0
443,0.0805,-0.05236,0
444,0.063,0.15708,0
445,0.0735,0.28798,0
446,0.077,0.26835,0
447,0.105,0.045815,0
448,0.098,0.24217,0
449,0.112,0.28143,0
450,0.07,0.19635,0
451,0.056,0.19635,0
452,0.077,0.18981,0
453,0.0735,0.02618,0
454,0.1365,0.05236,0
455,0.098,-0.01309,0
456,0.1155,0.17672,0
457,0.077,0.05236,0
458,0.112,0.058905,0
459,0.0945,0.19635,0
460,0.063,0.24871,0
461,0.07,0.24217,0
462,0.07,0.13745,0
463,0.0805,0,0
464,0.1015,-0.01309,0
465,0.0945,0.17017,0
466,0.0875,0.22908,0
467,0.0875,0.17671,0
468,0.084,-0.019635,0
469,0.084,0.05236,0
470,0.0595,0.24871,0
471,0.07,-0.006545,0
472,0.1085,-0.019635,0
473,0.1015,-0.03927,0
474,0.091,-0.019635,0
475,0.1435,0.02618,0
476,0.0875,0.22908,0
477,0.0455,0.31416,0
478,0.07,0.22907,0
479,0.049,0.17017,0
480,0.0525,0.18326,0
481,0.0455,0.18326,0
482,0.035,0.19635,0
483,0.0105,0.23562,0
484,0.0315,0.18981,0
485,0.0385,0.17017,0
486,0.056,0.15708,0
487,0.056,0.2029,0
488,0.077,0.17672,0
489,0.07,0.15708,0
490,0.0595,0,0
491,0.063,0,0
492,0.1015,0,0
493,0.1085,-0.019635,0
494,0.0735,0.006545,0
495,0.077,-0.032725,0
496,0.0875,-0.019635,0
497,0.056,-0.019635,0
498,0.0735,0.019635,0
499,0.056,0.17017,0
500,0.0735,0.15053,0
501,0.056,0.18326,0
502,0.0665,0.11127,0
503,0.07,0.19635,0
504,0.0525,0.15053,0
505,0.0385,0.1309,0
506,0.0245,0.098175,0
507,0.028,0.07854,0
508,0.028,0.06545,0
509,0.0105,0.098175,0
510,0.028,-0.032725,0
511,0.0315,0.07854,0
512,0.07,0.16362,0
513,0.0385,0.15053,0
514,0.0875,0.16363,0
515,0.063,0.17671,0
516,0.0665,0.17017,0
517,0.07,0.19635,0
518,0.07,0.22908,0
519,0.063,0.20944,0
520,0.056,0.18981,0
521,0.035,0.12436,0
522,0.0245,0.045815,0
523,0.035,0,0
524,0.035,0,0
525,0.042,0,0
526,0.0595,0,0
527,0.07,0,0
528,0.0735,0,0
529,0.0665,-0.006545,0
530,0.063,0.045815,0
531,0.0595,0.10472,0
532,0.091,-0.006545,0
533,0.084,-0.01309,0
534,0.084,-0.019635,0
535,0.098,0.006545,0
536,0.112,0.09163,0
537,0.042,0.22253,0
538,0.0595,0.26835,0
539,0.0945,0.18326,0
540,0.0805,0.20944,0
541,0.063,0.17017,0
542,0.0455,0.14399,0
543,0.0385,0.10472,0
544,0.0455,0.006545,0
545,0.07,0,0
546,0.077,0,0
547,0.0735,0.045815,0
548,0.07,0.10472,0
549,0.0525,0.098175,0
550,0.0525,-0.01309,0
551,0.063,-0.006545,0
552,0.1015,0,0
553,0.084,0.058905,0
554,0.035,0.20944,0
555,0.021,0.1309,0
556,0.0805,-0.019635,0
557,0.105,-0.032725,0
558,0.1085,-0.019635,0
559,0.0945,0.019635,0
560,0.077,0.1309,0
561,0.084,0.30762,0
562,0.0665,0.18326,0
563,0.119,0.22253,0
564,0.0945,0.25526,0
565,0.084,0.032725,0
566,0.119,-0.019635,0
567,0.0595,0.01309,0
568,0.056,0,0
569,0.035,0.058905,0
570,0.0105,0.02618,0
571,0.0315,0.05236,0
572,0.042,0.085085,0
573,0.0385,0.10472,0
574,0.035,0.12436,0
575,0.035,0.06545,0
576,0.035,0,0
577,0.035,0,0
578,0.056,0,0
579,0.07,0,0
580,0.07,0,0
581,0.07,-0.006545,0
582,0.1015,0.11127,0
583,0.077,0.21599,0
584,0.084,0.17017,0
585,0.098,0.23562,0
586,0.07,0.02618,0
587,0.098,1.7347e-18,0
588,0.0875,-0.045815,0
589,0.0875,0.02618,0
590,0.0945,0.15708,0
591,0.126,0.3207,0
592,0.119,0.13745,0
593,0.105,0.05236,0
594,0.1295,-0.02618,0
595,0.14,-0.02618,0
596,0.1295,0.18326,0
597,0.077,0.29452,0
598,0.0945,0.30761,0
599,0.0945,0.25526,0
600,0.0875,0.25526,0
601,0.1015,0.21599,0
602,0.119,-0.02618,0
603,0.1015,-0.01309,0
604,0.0875,-0.006545,0
605,0.056,-0.03927,0
606,0.112,0.19635,0
607,0.126,0.24216,0
608,0.1085,0.25526,0
609,0.1295,0.019635,0
610,0.1015,-0.019635,0
611,0.112,-0.006545,0
612,0.07,0.17672,0
613,0.0245,0.22908,0
614,0.0665,0.27489,0
615,0.007,0.02618,0
616,0.056,0,0
617,0.105,-0.01309,0
618,0.1015,0.1309,0
619,0.0105,0.006545,0
620,0.021,0.06545,0
621,0.0735,0.28143,0
622,0.0525,0.14399,0
623,0.0875,0.098175,0
624,0.119,-0.032725,0
625,0.1015,0.03927,0
626,0.1295,0.24871,0
627,0.084,0.085085,0
628,0.112,0.06545,0
629,0.077,0.01309,0
630,0.112,0.12435,0
631,0.0945,0.30761,0
632,0.105,0.17671,0
633,0.1715,0.26835,0
634,0.098,0.098175,0
635,0.0665,0.16362,0
636,0.105,0.26835,0
637,0.105,0.26835,0
638,0.084,0.11781,0
639,0.0945,0.1309,0
640,0.1015,-0.01309,0
641,0.0945,0.01309,0
642,0.14,0.032725,0
643,0.0945,0.098175,0
644,0.105,0.07854,0
645,0.119,0.22907,0
646,0.133,0.20944,0
647,0.098,0.25526,0
648,0.1855,0.41888,0
649,0.098,0.2618,0
650,0.0945,0.23562,0
651,0.105,0.2618,0
652,0.1015,0.071995,0
653,0.1015,-0.02618,0
654,0.07,-0.006545,0
655,0.07,-0.006545,0
656,0.0805,0,0
657,0.0945,-0.01309,0
658,0.0805,0,0
659,0.105,0,0
660,0.112,0.12436,0
661,0.056,0.17672,0
662,0.0245,0.32071,0
663,0.077,0.22253,0
664,0.0735,0.18981,0
665,0.105,0.07854,0
666,0.1015,-0.019635,0
667,0.077,-0.019635,0
668,0.0875,-0.01309,0
669,0.049,0.058905,0
670,0.035,0.07854,0
671,0.0245,0.12435,0
672,0.07,0.2618,0
673,0.049,0.25525,0
674,0.0665,0.11781,0
675,0.098,0.23562,0
676,0.091,0.2029,0
677,0.0735,0.15708,0
678,0.091,-0.01309,0
679,0.1155,-0.02618,0
680,0.0735,-0.05236,0
681,0.105,0.006545,0
682,0.1015,-0.019635,0
683,0.0805,-0.019635,0
684,0.084,-0.019635,0
685,0.07,-0.019635,0
686,0.0805,0.03927,0
687,0.0805,0.22907,0
688,0.0455,0.11781,0
689,0.0735,0.22908,0
690,0.0945,0.20944,0
691,0.0805,0.18326,0
692,0.0245,0.05236,0
